name,F1_rxnormId,F2_rxcui,F2_name,F2_synonym,F2_tty,F3_status,F3_rxcui,F3_ndc,F3_startDate,F3_endDate
tirzepatide,2601723,2601746,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 10 MG/ML Auto-Injector,SBD,direct,2601746,2149580,202206,202603
tirzepatide,2601723,2601758,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 30 MG/ML Auto-Injector,SBD,direct,2601758,2145701,202206,202603
tirzepatide,2601723,2601758,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 30 MG/ML Auto-Injector,SBD,direct,2601758,2145780,202206,202603
tirzepatide,2601723,2601764,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 5 MG/ML Auto-Injector,SBD,direct,2601764,2150601,202206,202603
tirzepatide,2601723,2601764,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 5 MG/ML Auto-Injector,SBD,direct,2601764,2150661,202210,202603
tirzepatide,2601723,2601764,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 5 MG/ML Auto-Injector,SBD,direct,2601764,2150680,202206,202603
tirzepatide,2601723,2601770,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 20 MG/ML Auto-Injector,SBD,direct,2601770,2147101,202206,202603
tirzepatide,2601723,2601770,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 20 MG/ML Auto-Injector,SBD,direct,2601770,2147180,202206,202603
tirzepatide,2601723,2601776,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 25 MG/ML Auto-Injector,SBD,direct,2601776,2146001,202206,202603
tirzepatide,2601723,2601776,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 25 MG/ML Auto-Injector,SBD,direct,2601776,2146080,202206,202603
tirzepatide,2601723,2601785,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 15 MG/ML Auto-Injector,SBD,direct,2601785,2148401,202206,202603
tirzepatide,2601723,2601785,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 15 MG/ML Auto-Injector,SBD,direct,2601785,2148480,202206,202603
tirzepatide,2601723,2644399,0.5 ML tirzepatide 15 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 15 MG/ML Injection,SBD,direct,2644399,2221401,202309,202603
tirzepatide,2601723,2644403,0.5 ML tirzepatide 10 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 10 MG/ML Injection,SBD,direct,2644403,2124301,202309,202603
tirzepatide,2601723,2644407,0.5 ML tirzepatide 5 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 5 MG/ML Injection,SBD,direct,2644407,2115201,202309,202603
tirzepatide,2601723,2644411,0.5 ML tirzepatide 30 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 30 MG/ML Injection,SBD,direct,2644411,2300201,202309,202603
tirzepatide,2601723,2644415,0.5 ML tirzepatide 25 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 25 MG/ML Injection,SBD,direct,2644415,2242301,202309,202603
tirzepatide,2601723,2644419,0.5 ML tirzepatide 20 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 20 MG/ML Injection,SBD,direct,2644419,2234001,202309,202603
tirzepatide,2601723,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 5 MG/ML Auto-Injector,SBD,direct,2669706,2250601,202312,202603
tirzepatide,2601723,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 5 MG/ML Auto-Injector,SBD,direct,2669706,2250661,202312,202603
tirzepatide,2601723,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 5 MG/ML Auto-Injector,SBD,direct,2669706,2250680,202312,202603
tirzepatide,2601723,2669709,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 10 MG/ML Auto-Injector,SBD,direct,2669709,2249501,202312,202603
tirzepatide,2601723,2669709,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 10 MG/ML Auto-Injector,SBD,direct,2669709,2249580,202312,202603
tirzepatide,2601723,2669712,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 15 MG/ML Auto-Injector,SBD,direct,2669712,2248401,202312,202603
tirzepatide,2601723,2669712,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 15 MG/ML Auto-Injector,SBD,direct,2669712,2248480,202312,202603
tirzepatide,2601723,2669715,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 20 MG/ML Auto-Injector,SBD,direct,2669715,2247101,202312,202603
tirzepatide,2601723,2669715,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 20 MG/ML Auto-Injector,SBD,direct,2669715,2247180,202312,202603
tirzepatide,2601723,2669718,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 25 MG/ML Auto-Injector,SBD,direct,2669718,2246001,202312,202603
tirzepatide,2601723,2669718,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 25 MG/ML Auto-Injector,SBD,direct,2669718,2246080,202312,202603
tirzepatide,2601723,2669721,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 30 MG/ML Auto-Injector,SBD,direct,2669721,2245701,202312,202603
tirzepatide,2601723,2669721,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 30 MG/ML Auto-Injector,SBD,direct,2669721,2245780,202312,202603
tirzepatide,2601723,2679317,0.5 ML tirzepatide 20 MG/ML Injection [Zepbound],Zepbound 10 MG per 0.5 ML Injection,SBD,direct,2679317,2134001,202405,202603
tirzepatide,2601723,2679317,0.5 ML tirzepatide 20 MG/ML Injection [Zepbound],Zepbound 10 MG per 0.5 ML Injection,SBD,direct,2679317,2134004,202504,202603
tirzepatide,2601723,2679319,0.5 ML tirzepatide 25 MG/ML Injection [Zepbound],Zepbound 12.5 MG per 0.5 ML Injection,SBD,direct,2679319,2142301,202405,202603
tirzepatide,2601723,2679319,0.5 ML tirzepatide 25 MG/ML Injection [Zepbound],Zepbound 12.5 MG per 0.5 ML Injection,SBD,direct,2679319,2142304,202508,202603
tirzepatide,2601723,2679321,0.5 ML tirzepatide 30 MG/ML Injection [Zepbound],Zepbound 15 MG per 0.5 ML Injection,SBD,direct,2679321,2200201,202405,202603
tirzepatide,2601723,2679321,0.5 ML tirzepatide 30 MG/ML Injection [Zepbound],Zepbound 15 MG per 0.5 ML Injection,SBD,direct,2679321,2200204,202508,202603
tirzepatide,2601723,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],Zepbound 2.5 MG per 0.5 ML Injection,SBD,direct,2679323,2015201,202405,202603
tirzepatide,2601723,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],Zepbound 2.5 MG per 0.5 ML Injection,SBD,direct,2679323,2015204,202409,202603
tirzepatide,2601723,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],Zepbound 2.5 MG per 0.5 ML Injection,SBD,direct,2679323,2015261,202505,202603
tirzepatide,2601723,2679325,0.5 ML tirzepatide 10 MG/ML Injection [Zepbound],Zepbound 5 MG per 0.5 ML Injection,SBD,direct,2679325,2024301,202405,202603
tirzepatide,2601723,2679325,0.5 ML tirzepatide 10 MG/ML Injection [Zepbound],Zepbound 5 MG per 0.5 ML Injection,SBD,direct,2679325,2024304,202409,202603
tirzepatide,2601723,2679327,0.5 ML tirzepatide 15 MG/ML Injection [Zepbound],Zepbound 7.5 MG per 0.5 ML Injection,SBD,direct,2679327,2121401,202405,202603
tirzepatide,2601723,2679327,0.5 ML tirzepatide 15 MG/ML Injection [Zepbound],Zepbound 7.5 MG per 0.5 ML Injection,SBD,direct,2679327,2121404,202504,202603
tirzepatide,2601723,2732440,tirzepatide 12.5 MG/ML Injectable Solution [Zepbound],Zepbound 12.5 MG/ML Injectable Solution,SBD,direct,2732440,2621001,202602,202603
tirzepatide,2601723,2732440,tirzepatide 12.5 MG/ML Injectable Solution [Zepbound],Zepbound 12.5 MG/ML Injectable Solution,SBD,direct,2732440,2621011,202602,202603
tirzepatide,2601723,2732444,tirzepatide 16.7 MG/ML Injectable Solution [Zepbound],Zepbound 16.7 MG/ML Injectable Solution,SBD,direct,2732444,2630401,202602,202603
tirzepatide,2601723,2732444,tirzepatide 16.7 MG/ML Injectable Solution [Zepbound],Zepbound 16.7 MG/ML Injectable Solution,SBD,direct,2732444,2630411,202602,202603
tirzepatide,2601723,2732448,tirzepatide 20.8 MG/ML Injectable Solution [Zepbound],Zepbound 20.8 MG/ML Injectable Solution,SBD,direct,2732448,2652301,202602,202603
tirzepatide,2601723,2732448,tirzepatide 20.8 MG/ML Injectable Solution [Zepbound],Zepbound 20.8 MG/ML Injectable Solution,SBD,direct,2732448,2652311,202602,202603
tirzepatide,2601723,2732450,tirzepatide 25 MG/ML Injectable Solution [Zepbound],Zepbound 25 MG/ML Injectable Solution,SBD,direct,2732450,2661201,202602,202603
tirzepatide,2601723,2732450,tirzepatide 25 MG/ML Injectable Solution [Zepbound],Zepbound 25 MG/ML Injectable Solution,SBD,direct,2732450,2661211,202602,202603
tirzepatide,2601723,2732454,tirzepatide 4.17 MG/ML Injectable Solution [Zepbound],Zepbound 4.17 MG/ML Injectable Solution,SBD,direct,2732454,2605201,202602,202603
tirzepatide,2601723,2732454,tirzepatide 4.17 MG/ML Injectable Solution [Zepbound],Zepbound 4.17 MG/ML Injectable Solution,SBD,direct,2732454,2605211,202602,202603
tirzepatide,2601723,2732458,tirzepatide 8.33 MG/ML Injectable Solution [Zepbound],Zepbound 8.33 MG/ML Injectable Solution,SBD,direct,2732458,2610301,202602,202603
tirzepatide,2601723,2732458,tirzepatide 8.33 MG/ML Injectable Solution [Zepbound],Zepbound 8.33 MG/ML Injectable Solution,SBD,direct,2732458,2610311,202602,202603
tirzepatide,2601723,2733666,tirzepatide 12.5 MG/ML Injectable Solution [Mounjaro],Mounjaro 12.5 MG/ML Injectable Solution,SBD,direct,2733666,2421001,202603,202603
tirzepatide,2601723,2733666,tirzepatide 12.5 MG/ML Injectable Solution [Mounjaro],Mounjaro 12.5 MG/ML Injectable Solution,SBD,direct,2733666,2421011,202603,202603
tirzepatide,2601723,2733668,tirzepatide 16.7 MG/ML Injectable Solution [Mounjaro],Mounjaro 16.7 MG/ML Injectable Solution,SBD,direct,2733668,2430401,202603,202603
tirzepatide,2601723,2733668,tirzepatide 16.7 MG/ML Injectable Solution [Mounjaro],Mounjaro 16.7 MG/ML Injectable Solution,SBD,direct,2733668,2430411,202603,202603
tirzepatide,2601723,2733670,tirzepatide 20.8 MG/ML Injectable Solution [Mounjaro],Mounjaro 20.8 MG/ML Injectable Solution,SBD,direct,2733670,2452301,202603,202603
tirzepatide,2601723,2733670,tirzepatide 20.8 MG/ML Injectable Solution [Mounjaro],Mounjaro 20.8 MG/ML Injectable Solution,SBD,direct,2733670,2452311,202603,202603
tirzepatide,2601723,2733671,tirzepatide 25 MG/ML Injectable Solution [Mounjaro],Mounjaro 25 MG/ML Injectable Solution,SBD,direct,2733671,2461201,202603,202603
tirzepatide,2601723,2733671,tirzepatide 25 MG/ML Injectable Solution [Mounjaro],Mounjaro 25 MG/ML Injectable Solution,SBD,direct,2733671,2461211,202603,202603
tirzepatide,2601723,2733673,tirzepatide 4.17 MG/ML Injectable Solution [Mounjaro],Mounjaro 4.17 MG/ML Injectable Solution,SBD,direct,2733673,2405201,202603,202603
tirzepatide,2601723,2733673,tirzepatide 4.17 MG/ML Injectable Solution [Mounjaro],Mounjaro 4.17 MG/ML Injectable Solution,SBD,direct,2733673,2405211,202603,202603
tirzepatide,2601723,2733675,tirzepatide 8.33 MG/ML Injectable Solution [Mounjaro],Mounjaro 8.33 MG/ML Injectable Solution,SBD,direct,2733675,2410301,202603,202603
tirzepatide,2601723,2733675,tirzepatide 8.33 MG/ML Injectable Solution [Mounjaro],Mounjaro 8.33 MG/ML Injectable Solution,SBD,direct,2733675,2410311,202603,202603
tirzepatide,2601723,2734626,2.4 ML tirzepatide 12.5 MG/ML Pen Injector [Zepbound],Zepbound 30 MG per 2.4 ML Pen Injector,SBD,direct,2734626,2354401,202603,202603
tirzepatide,2601723,2734626,2.4 ML tirzepatide 12.5 MG/ML Pen Injector [Zepbound],Zepbound 30 MG per 2.4 ML Pen Injector,SBD,direct,2734626,2354411,202603,202603
tirzepatide,2601723,2734630,2.4 ML tirzepatide 16.7 MG/ML Pen Injector [Zepbound],Zepbound 40 MG per 2.4 ML Pen Injector,SBD,direct,2734630,2353301,202603,202603
tirzepatide,2601723,2734630,2.4 ML tirzepatide 16.7 MG/ML Pen Injector [Zepbound],Zepbound 40 MG per 2.4 ML Pen Injector,SBD,direct,2734630,2353311,202603,202603
tirzepatide,2601723,2734634,2.4 ML tirzepatide 20.8 MG/ML Pen Injector [Zepbound],Zepbound 50 MG per 2.4 ML Pen Injector,SBD,direct,2734634,2352201,202603,202603
tirzepatide,2601723,2734634,2.4 ML tirzepatide 20.8 MG/ML Pen Injector [Zepbound],Zepbound 50 MG per 2.4 ML Pen Injector,SBD,direct,2734634,2352211,202603,202603
tirzepatide,2601723,2734638,2.4 ML tirzepatide 25 MG/ML Pen Injector [Zepbound],2.4 ML Zepbound 25 MG/ML Pen Injector,SBD,direct,2734638,2351101,202603,202603
tirzepatide,2601723,2734638,2.4 ML tirzepatide 25 MG/ML Pen Injector [Zepbound],2.4 ML Zepbound 25 MG/ML Pen Injector,SBD,direct,2734638,2351111,202603,202603
tirzepatide,2601723,2734642,2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Zepbound],Zepbound 10 MG per 2.4 ML Pen Injector,SBD,direct,2734642,2356601,202603,202603
tirzepatide,2601723,2734642,2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Zepbound],Zepbound 10 MG per 2.4 ML Pen Injector,SBD,direct,2734642,2356611,202603,202603
tirzepatide,2601723,2734642,2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Zepbound],Zepbound 10 MG per 2.4 ML Pen Injector,SBD,direct,2734642,2356699,202603,202603
tirzepatide,2601723,2734646,2.4 ML tirzepatide 8.33 MG/ML Pen Injector [Zepbound],Zepbound 20 MG per 2.4 ML Pen Injector,SBD,direct,2734646,2355501,202603,202603
tirzepatide,2601723,2734646,2.4 ML tirzepatide 8.33 MG/ML Pen Injector [Zepbound],Zepbound 20 MG per 2.4 ML Pen Injector,SBD,direct,2734646,2355511,202603,202603
tirzepatide,2601723,2735286,2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Mounjaro],Mounjaro 10 MG per 2.4 ML Pen Injector,SBD,direct,2735286,2346601,202603,202603
tirzepatide,2601723,2735286,2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Mounjaro],Mounjaro 10 MG per 2.4 ML Pen Injector,SBD,direct,2735286,2346611,202603,202603
tirzepatide,2601723,2735288,2.4 ML tirzepatide 8.33 MG/ML Pen Injector [Mounjaro],Mounjaro 20 MG per 2.4 ML Pen Injector,SBD,direct,2735288,2345501,202603,202603
tirzepatide,2601723,2735288,2.4 ML tirzepatide 8.33 MG/ML Pen Injector [Mounjaro],Mounjaro 20 MG per 2.4 ML Pen Injector,SBD,direct,2735288,2345511,202603,202603
tirzepatide,2601723,2735290,2.4 ML tirzepatide 12.5 MG/ML Pen Injector [Mounjaro],Mounjaro 30 MG per 2.4 ML Pen Injector,SBD,direct,2735290,2344401,202603,202603
tirzepatide,2601723,2735290,2.4 ML tirzepatide 12.5 MG/ML Pen Injector [Mounjaro],Mounjaro 30 MG per 2.4 ML Pen Injector,SBD,direct,2735290,2344411,202603,202603
tirzepatide,2601723,2735292,2.4 ML tirzepatide 16.7 MG/ML Pen Injector [Mounjaro],Mounjaro 40 MG per 2.4 ML Pen Injector,SBD,direct,2735292,2343301,202603,202603
tirzepatide,2601723,2735292,2.4 ML tirzepatide 16.7 MG/ML Pen Injector [Mounjaro],Mounjaro 40 MG per 2.4 ML Pen Injector,SBD,direct,2735292,2343311,202603,202603
tirzepatide,2601723,2735294,2.4 ML tirzepatide 20.8 MG/ML Pen Injector [Mounjaro],Mounjaro 50 MG per 2.4 ML Pen Injector,SBD,direct,2735294,2342201,202603,202603
tirzepatide,2601723,2735294,2.4 ML tirzepatide 20.8 MG/ML Pen Injector [Mounjaro],Mounjaro 50 MG per 2.4 ML Pen Injector,SBD,direct,2735294,2342211,202603,202603
tirzepatide,2601723,2735297,2.4 ML tirzepatide 25 MG/ML Pen Injector [Mounjaro],Mounjaro 60 MG per 2.4 ML Pen Injector,SBD,direct,2735297,2341101,202603,202603
tirzepatide,2601723,2735297,2.4 ML tirzepatide 25 MG/ML Pen Injector [Mounjaro],Mounjaro 60 MG per 2.4 ML Pen Injector,SBD,direct,2735297,2341111,202603,202603
