"","name","F1_rxnormId","F2_rxcui","F2_name","F2_synonym","F2_tty","F3_status","F3_rxcui","F3_ndc","F3_startDate","F3_endDate"
"135","semaglutide",1991302,2707557,"semaglutide 9 MG Oral Tablet [Rybelsus]","Rybelsus 9 MG Oral Tablet","SBD","direct",2707557,"00169480930",202504,202603
"136","semaglutide",1991302,2730161,"semaglutide 1.5 MG Oral Tablet [Wegovy]","Wegovy 1.5 MG Oral Tablet","SBD","direct",2730161,"00169441531",202602,202603
"137","semaglutide",1991302,2730161,"semaglutide 1.5 MG Oral Tablet [Wegovy]","Wegovy 1.5 MG Oral Tablet","SBD","direct",2730161,"00169441592",202602,202603
"138","semaglutide",1991302,2730165,"semaglutide 25 MG Oral Tablet [Wegovy]","Wegovy 25 MG Oral Tablet","SBD","direct",2730165,"00169442531",202602,202603
"139","semaglutide",1991302,2730167,"semaglutide 4 MG Oral Tablet [Wegovy]","Wegovy 4 MG Oral Tablet","SBD","direct",2730167,"00169440431",202602,202603
"140","semaglutide",1991302,2730169,"semaglutide 9 MG Oral Tablet [Wegovy]","Wegovy 9 MG Oral Tablet","SBD","direct",2730169,"00169440931",202602,202603
"141","tirzepatide",2601723,2601746,"0.5 ML tirzepatide 10 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 10 MG/ML Auto-Injector","SBD","direct",2601746,"00002149501",202206,202603
"142","tirzepatide",2601723,2601746,"0.5 ML tirzepatide 10 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 10 MG/ML Auto-Injector","SBD","direct",2601746,"00002149580",202206,202603
"143","tirzepatide",2601723,2601758,"0.5 ML tirzepatide 30 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 30 MG/ML Auto-Injector","SBD","direct",2601758,"00002145701",202206,202603
"144","tirzepatide",2601723,2601758,"0.5 ML tirzepatide 30 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 30 MG/ML Auto-Injector","SBD","direct",2601758,"00002145780",202206,202603
"145","tirzepatide",2601723,2601764,"0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 5 MG/ML Auto-Injector","SBD","direct",2601764,"00002150601",202206,202603
"146","tirzepatide",2601723,2601764,"0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 5 MG/ML Auto-Injector","SBD","direct",2601764,"00002150661",202210,202603
"147","tirzepatide",2601723,2601764,"0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 5 MG/ML Auto-Injector","SBD","direct",2601764,"00002150680",202206,202603
"148","tirzepatide",2601723,2601770,"0.5 ML tirzepatide 20 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 20 MG/ML Auto-Injector","SBD","direct",2601770,"00002147101",202206,202603
"149","tirzepatide",2601723,2601770,"0.5 ML tirzepatide 20 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 20 MG/ML Auto-Injector","SBD","direct",2601770,"00002147180",202206,202603
"150","tirzepatide",2601723,2601776,"0.5 ML tirzepatide 25 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 25 MG/ML Auto-Injector","SBD","direct",2601776,"00002146001",202206,202603
"151","tirzepatide",2601723,2601776,"0.5 ML tirzepatide 25 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 25 MG/ML Auto-Injector","SBD","direct",2601776,"00002146080",202206,202603
"152","tirzepatide",2601723,2601785,"0.5 ML tirzepatide 15 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 15 MG/ML Auto-Injector","SBD","direct",2601785,"00002148401",202206,202603
"153","tirzepatide",2601723,2601785,"0.5 ML tirzepatide 15 MG/ML Auto-Injector [Mounjaro]","0.5 ML Mounjaro 15 MG/ML Auto-Injector","SBD","direct",2601785,"00002148480",202206,202603
"154","tirzepatide",2601723,2644399,"0.5 ML tirzepatide 15 MG/ML Injection [Mounjaro]","0.5 ML Mounjaro 15 MG/ML Injection","SBD","direct",2644399,"00002221401",202309,202603
"155","tirzepatide",2601723,2644403,"0.5 ML tirzepatide 10 MG/ML Injection [Mounjaro]","0.5 ML Mounjaro 10 MG/ML Injection","SBD","direct",2644403,"00002124301",202309,202603
"156","tirzepatide",2601723,2644407,"0.5 ML tirzepatide 5 MG/ML Injection [Mounjaro]","0.5 ML Mounjaro 5 MG/ML Injection","SBD","direct",2644407,"00002115201",202309,202603
"157","tirzepatide",2601723,2644411,"0.5 ML tirzepatide 30 MG/ML Injection [Mounjaro]","0.5 ML Mounjaro 30 MG/ML Injection","SBD","direct",2644411,"00002300201",202309,202603
"158","tirzepatide",2601723,2644415,"0.5 ML tirzepatide 25 MG/ML Injection [Mounjaro]","0.5 ML Mounjaro 25 MG/ML Injection","SBD","direct",2644415,"00002242301",202309,202603
"159","tirzepatide",2601723,2644419,"0.5 ML tirzepatide 20 MG/ML Injection [Mounjaro]","0.5 ML Mounjaro 20 MG/ML Injection","SBD","direct",2644419,"00002234001",202309,202603
"160","tirzepatide",2601723,2669706,"0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 5 MG/ML Auto-Injector","SBD","direct",2669706,"00002250601",202312,202603
"161","tirzepatide",2601723,2669706,"0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 5 MG/ML Auto-Injector","SBD","direct",2669706,"00002250661",202312,202603
"162","tirzepatide",2601723,2669706,"0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 5 MG/ML Auto-Injector","SBD","direct",2669706,"00002250680",202312,202603
"163","tirzepatide",2601723,2669709,"0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 10 MG/ML Auto-Injector","SBD","direct",2669709,"00002249501",202312,202603
"164","tirzepatide",2601723,2669709,"0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 10 MG/ML Auto-Injector","SBD","direct",2669709,"00002249580",202312,202603
"165","tirzepatide",2601723,2669712,"0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 15 MG/ML Auto-Injector","SBD","direct",2669712,"00002248401",202312,202603
"166","tirzepatide",2601723,2669712,"0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 15 MG/ML Auto-Injector","SBD","direct",2669712,"00002248480",202312,202603
"167","tirzepatide",2601723,2669715,"0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 20 MG/ML Auto-Injector","SBD","direct",2669715,"00002247101",202312,202603
"168","tirzepatide",2601723,2669715,"0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 20 MG/ML Auto-Injector","SBD","direct",2669715,"00002247180",202312,202603
"169","tirzepatide",2601723,2669718,"0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 25 MG/ML Auto-Injector","SBD","direct",2669718,"00002246001",202312,202603
"170","tirzepatide",2601723,2669718,"0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 25 MG/ML Auto-Injector","SBD","direct",2669718,"00002246080",202312,202603
"171","tirzepatide",2601723,2669721,"0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 30 MG/ML Auto-Injector","SBD","direct",2669721,"00002245701",202312,202603
"172","tirzepatide",2601723,2669721,"0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound]","0.5 ML Zepbound 30 MG/ML Auto-Injector","SBD","direct",2669721,"00002245780",202312,202603
"173","tirzepatide",2601723,2679317,"0.5 ML tirzepatide 20 MG/ML Injection [Zepbound]","Zepbound 10 MG per 0.5 ML Injection","SBD","direct",2679317,"00002134001",202405,202603
"174","tirzepatide",2601723,2679317,"0.5 ML tirzepatide 20 MG/ML Injection [Zepbound]","Zepbound 10 MG per 0.5 ML Injection","SBD","direct",2679317,"00002134004",202504,202603
"175","tirzepatide",2601723,2679319,"0.5 ML tirzepatide 25 MG/ML Injection [Zepbound]","Zepbound 12.5 MG per 0.5 ML Injection","SBD","direct",2679319,"00002142301",202405,202603
"176","tirzepatide",2601723,2679319,"0.5 ML tirzepatide 25 MG/ML Injection [Zepbound]","Zepbound 12.5 MG per 0.5 ML Injection","SBD","direct",2679319,"00002142304",202508,202603
"177","tirzepatide",2601723,2679321,"0.5 ML tirzepatide 30 MG/ML Injection [Zepbound]","Zepbound 15 MG per 0.5 ML Injection","SBD","direct",2679321,"00002200201",202405,202603
"178","tirzepatide",2601723,2679321,"0.5 ML tirzepatide 30 MG/ML Injection [Zepbound]","Zepbound 15 MG per 0.5 ML Injection","SBD","direct",2679321,"00002200204",202508,202603
"179","tirzepatide",2601723,2679323,"0.5 ML tirzepatide 5 MG/ML Injection [Zepbound]","Zepbound 2.5 MG per 0.5 ML Injection","SBD","direct",2679323,"00002015201",202405,202603
"180","tirzepatide",2601723,2679323,"0.5 ML tirzepatide 5 MG/ML Injection [Zepbound]","Zepbound 2.5 MG per 0.5 ML Injection","SBD","direct",2679323,"00002015204",202409,202603
"181","tirzepatide",2601723,2679323,"0.5 ML tirzepatide 5 MG/ML Injection [Zepbound]","Zepbound 2.5 MG per 0.5 ML Injection","SBD","direct",2679323,"00002015261",202505,202603
"182","tirzepatide",2601723,2679325,"0.5 ML tirzepatide 10 MG/ML Injection [Zepbound]","Zepbound 5 MG per 0.5 ML Injection","SBD","direct",2679325,"00002024301",202405,202603
"183","tirzepatide",2601723,2679325,"0.5 ML tirzepatide 10 MG/ML Injection [Zepbound]","Zepbound 5 MG per 0.5 ML Injection","SBD","direct",2679325,"00002024304",202409,202603
"184","tirzepatide",2601723,2679327,"0.5 ML tirzepatide 15 MG/ML Injection [Zepbound]","Zepbound 7.5 MG per 0.5 ML Injection","SBD","direct",2679327,"00002121401",202405,202603
"185","tirzepatide",2601723,2679327,"0.5 ML tirzepatide 15 MG/ML Injection [Zepbound]","Zepbound 7.5 MG per 0.5 ML Injection","SBD","direct",2679327,"00002121404",202504,202603
"186","tirzepatide",2601723,2732440,"tirzepatide 12.5 MG/ML Injectable Solution [Zepbound]","Zepbound 12.5 MG/ML Injectable Solution","SBD","direct",2732440,"00002621001",202602,202603
"187","tirzepatide",2601723,2732440,"tirzepatide 12.5 MG/ML Injectable Solution [Zepbound]","Zepbound 12.5 MG/ML Injectable Solution","SBD","direct",2732440,"00002621011",202602,202603
"188","tirzepatide",2601723,2732444,"tirzepatide 16.7 MG/ML Injectable Solution [Zepbound]","Zepbound 16.7 MG/ML Injectable Solution","SBD","direct",2732444,"00002630401",202602,202603
"189","tirzepatide",2601723,2732444,"tirzepatide 16.7 MG/ML Injectable Solution [Zepbound]","Zepbound 16.7 MG/ML Injectable Solution","SBD","direct",2732444,"00002630411",202602,202603
"190","tirzepatide",2601723,2732448,"tirzepatide 20.8 MG/ML Injectable Solution [Zepbound]","Zepbound 20.8 MG/ML Injectable Solution","SBD","direct",2732448,"00002652301",202602,202603
"191","tirzepatide",2601723,2732448,"tirzepatide 20.8 MG/ML Injectable Solution [Zepbound]","Zepbound 20.8 MG/ML Injectable Solution","SBD","direct",2732448,"00002652311",202602,202603
"192","tirzepatide",2601723,2732450,"tirzepatide 25 MG/ML Injectable Solution [Zepbound]","Zepbound 25 MG/ML Injectable Solution","SBD","direct",2732450,"00002661201",202602,202603
"193","tirzepatide",2601723,2732450,"tirzepatide 25 MG/ML Injectable Solution [Zepbound]","Zepbound 25 MG/ML Injectable Solution","SBD","direct",2732450,"00002661211",202602,202603
"194","tirzepatide",2601723,2732454,"tirzepatide 4.17 MG/ML Injectable Solution [Zepbound]","Zepbound 4.17 MG/ML Injectable Solution","SBD","direct",2732454,"00002605201",202602,202603
"195","tirzepatide",2601723,2732454,"tirzepatide 4.17 MG/ML Injectable Solution [Zepbound]","Zepbound 4.17 MG/ML Injectable Solution","SBD","direct",2732454,"00002605211",202602,202603
"196","tirzepatide",2601723,2732458,"tirzepatide 8.33 MG/ML Injectable Solution [Zepbound]","Zepbound 8.33 MG/ML Injectable Solution","SBD","direct",2732458,"00002610301",202602,202603
"197","tirzepatide",2601723,2732458,"tirzepatide 8.33 MG/ML Injectable Solution [Zepbound]","Zepbound 8.33 MG/ML Injectable Solution","SBD","direct",2732458,"00002610311",202602,202603
"198","tirzepatide",2601723,2733666,"tirzepatide 12.5 MG/ML Injectable Solution [Mounjaro]","Mounjaro 12.5 MG/ML Injectable Solution","SBD","direct",2733666,"00002421001",202603,202603
"199","tirzepatide",2601723,2733666,"tirzepatide 12.5 MG/ML Injectable Solution [Mounjaro]","Mounjaro 12.5 MG/ML Injectable Solution","SBD","direct",2733666,"00002421011",202603,202603
"200","tirzepatide",2601723,2733668,"tirzepatide 16.7 MG/ML Injectable Solution [Mounjaro]","Mounjaro 16.7 MG/ML Injectable Solution","SBD","direct",2733668,"00002430401",202603,202603
"201","tirzepatide",2601723,2733668,"tirzepatide 16.7 MG/ML Injectable Solution [Mounjaro]","Mounjaro 16.7 MG/ML Injectable Solution","SBD","direct",2733668,"00002430411",202603,202603
"202","tirzepatide",2601723,2733670,"tirzepatide 20.8 MG/ML Injectable Solution [Mounjaro]","Mounjaro 20.8 MG/ML Injectable Solution","SBD","direct",2733670,"00002452301",202603,202603
"203","tirzepatide",2601723,2733670,"tirzepatide 20.8 MG/ML Injectable Solution [Mounjaro]","Mounjaro 20.8 MG/ML Injectable Solution","SBD","direct",2733670,"00002452311",202603,202603
"204","tirzepatide",2601723,2733671,"tirzepatide 25 MG/ML Injectable Solution [Mounjaro]","Mounjaro 25 MG/ML Injectable Solution","SBD","direct",2733671,"00002461201",202603,202603
"205","tirzepatide",2601723,2733671,"tirzepatide 25 MG/ML Injectable Solution [Mounjaro]","Mounjaro 25 MG/ML Injectable Solution","SBD","direct",2733671,"00002461211",202603,202603
"206","tirzepatide",2601723,2733673,"tirzepatide 4.17 MG/ML Injectable Solution [Mounjaro]","Mounjaro 4.17 MG/ML Injectable Solution","SBD","direct",2733673,"00002405201",202603,202603
"207","tirzepatide",2601723,2733673,"tirzepatide 4.17 MG/ML Injectable Solution [Mounjaro]","Mounjaro 4.17 MG/ML Injectable Solution","SBD","direct",2733673,"00002405211",202603,202603
"208","tirzepatide",2601723,2733675,"tirzepatide 8.33 MG/ML Injectable Solution [Mounjaro]","Mounjaro 8.33 MG/ML Injectable Solution","SBD","direct",2733675,"00002410301",202603,202603
"209","tirzepatide",2601723,2733675,"tirzepatide 8.33 MG/ML Injectable Solution [Mounjaro]","Mounjaro 8.33 MG/ML Injectable Solution","SBD","direct",2733675,"00002410311",202603,202603
"210","tirzepatide",2601723,2734626,"2.4 ML tirzepatide 12.5 MG/ML Pen Injector [Zepbound]","Zepbound 30 MG per 2.4 ML Pen Injector","SBD","direct",2734626,"00002354401",202603,202603
"211","tirzepatide",2601723,2734626,"2.4 ML tirzepatide 12.5 MG/ML Pen Injector [Zepbound]","Zepbound 30 MG per 2.4 ML Pen Injector","SBD","direct",2734626,"00002354411",202603,202603
"212","tirzepatide",2601723,2734630,"2.4 ML tirzepatide 16.7 MG/ML Pen Injector [Zepbound]","Zepbound 40 MG per 2.4 ML Pen Injector","SBD","direct",2734630,"00002353301",202603,202603
"213","tirzepatide",2601723,2734630,"2.4 ML tirzepatide 16.7 MG/ML Pen Injector [Zepbound]","Zepbound 40 MG per 2.4 ML Pen Injector","SBD","direct",2734630,"00002353311",202603,202603
"214","tirzepatide",2601723,2734634,"2.4 ML tirzepatide 20.8 MG/ML Pen Injector [Zepbound]","Zepbound 50 MG per 2.4 ML Pen Injector","SBD","direct",2734634,"00002352201",202603,202603
"215","tirzepatide",2601723,2734634,"2.4 ML tirzepatide 20.8 MG/ML Pen Injector [Zepbound]","Zepbound 50 MG per 2.4 ML Pen Injector","SBD","direct",2734634,"00002352211",202603,202603
"216","tirzepatide",2601723,2734638,"2.4 ML tirzepatide 25 MG/ML Pen Injector [Zepbound]","2.4 ML Zepbound 25 MG/ML Pen Injector","SBD","direct",2734638,"00002351101",202603,202603
"217","tirzepatide",2601723,2734638,"2.4 ML tirzepatide 25 MG/ML Pen Injector [Zepbound]","2.4 ML Zepbound 25 MG/ML Pen Injector","SBD","direct",2734638,"00002351111",202603,202603
"218","tirzepatide",2601723,2734642,"2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Zepbound]","Zepbound 10 MG per 2.4 ML Pen Injector","SBD","direct",2734642,"00002356601",202603,202603
"219","tirzepatide",2601723,2734642,"2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Zepbound]","Zepbound 10 MG per 2.4 ML Pen Injector","SBD","direct",2734642,"00002356611",202603,202603
"220","tirzepatide",2601723,2734642,"2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Zepbound]","Zepbound 10 MG per 2.4 ML Pen Injector","SBD","direct",2734642,"00002356699",202603,202603
"221","tirzepatide",2601723,2734646,"2.4 ML tirzepatide 8.33 MG/ML Pen Injector [Zepbound]","Zepbound 20 MG per 2.4 ML Pen Injector","SBD","direct",2734646,"00002355501",202603,202603
"222","tirzepatide",2601723,2734646,"2.4 ML tirzepatide 8.33 MG/ML Pen Injector [Zepbound]","Zepbound 20 MG per 2.4 ML Pen Injector","SBD","direct",2734646,"00002355511",202603,202603
"223","tirzepatide",2601723,2735286,"2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Mounjaro]","Mounjaro 10 MG per 2.4 ML Pen Injector","SBD","direct",2735286,"00002346601",202603,202603
"224","tirzepatide",2601723,2735286,"2.4 ML tirzepatide 4.17 MG/ML Pen Injector [Mounjaro]","Mounjaro 10 MG per 2.4 ML Pen Injector","SBD","direct",2735286,"00002346611",202603,202603
"225","tirzepatide",2601723,2735288,"2.4 ML tirzepatide 8.33 MG/ML Pen Injector [Mounjaro]","Mounjaro 20 MG per 2.4 ML Pen Injector","SBD","direct",2735288,"00002345501",202603,202603
"226","tirzepatide",2601723,2735288,"2.4 ML tirzepatide 8.33 MG/ML Pen Injector [Mounjaro]","Mounjaro 20 MG per 2.4 ML Pen Injector","SBD","direct",2735288,"00002345511",202603,202603
"227","tirzepatide",2601723,2735290,"2.4 ML tirzepatide 12.5 MG/ML Pen Injector [Mounjaro]","Mounjaro 30 MG per 2.4 ML Pen Injector","SBD","direct",2735290,"00002344401",202603,202603
"228","tirzepatide",2601723,2735290,"2.4 ML tirzepatide 12.5 MG/ML Pen Injector [Mounjaro]","Mounjaro 30 MG per 2.4 ML Pen Injector","SBD","direct",2735290,"00002344411",202603,202603
"229","tirzepatide",2601723,2735292,"2.4 ML tirzepatide 16.7 MG/ML Pen Injector [Mounjaro]","Mounjaro 40 MG per 2.4 ML Pen Injector","SBD","direct",2735292,"00002343301",202603,202603
"230","tirzepatide",2601723,2735292,"2.4 ML tirzepatide 16.7 MG/ML Pen Injector [Mounjaro]","Mounjaro 40 MG per 2.4 ML Pen Injector","SBD","direct",2735292,"00002343311",202603,202603
"231","tirzepatide",2601723,2735294,"2.4 ML tirzepatide 20.8 MG/ML Pen Injector [Mounjaro]","Mounjaro 50 MG per 2.4 ML Pen Injector","SBD","direct",2735294,"00002342201",202603,202603
"232","tirzepatide",2601723,2735294,"2.4 ML tirzepatide 20.8 MG/ML Pen Injector [Mounjaro]","Mounjaro 50 MG per 2.4 ML Pen Injector","SBD","direct",2735294,"00002342211",202603,202603
"233","tirzepatide",2601723,2735297,"2.4 ML tirzepatide 25 MG/ML Pen Injector [Mounjaro]","Mounjaro 60 MG per 2.4 ML Pen Injector","SBD","direct",2735297,"00002341101",202603,202603
"234","tirzepatide",2601723,2735297,"2.4 ML tirzepatide 25 MG/ML Pen Injector [Mounjaro]","Mounjaro 60 MG per 2.4 ML Pen Injector","SBD","direct",2735297,"00002341111",202603,202603
