name,F1_rxnormId,F2_rxcui,F2_name,F2_synonym,F2_tty,F3_status,F3_rxcui,F3_ndc,F3_startDate,F3_endDate,Brand Name
Tirzepatide,2601723,2601746,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 10 MG/ML Auto-Injector,SBD,direct,2601746,2149501,202206,202503,Mounjaro
Tirzepatide,2601723,2601746,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 10 MG/ML Auto-Injector,SBD,direct,2601746,2149580,202206,202503,Mounjaro
Tirzepatide,2601723,2601758,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 30 MG/ML Auto-Injector,SBD,direct,2601758,2145701,202206,202503,Mounjaro
Tirzepatide,2601723,2601758,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 30 MG/ML Auto-Injector,SBD,direct,2601758,2145780,202206,202503,Mounjaro
Tirzepatide,2601723,2601764,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 5 MG/ML Auto-Injector,SBD,direct,2601764,2150601,202206,202503,Mounjaro
Tirzepatide,2601723,2601764,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 5 MG/ML Auto-Injector,SBD,direct,2601764,2150661,202210,202503,Mounjaro
Tirzepatide,2601723,2601764,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 5 MG/ML Auto-Injector,SBD,direct,2601764,2150680,202206,202503,Mounjaro
Tirzepatide,2601723,2601770,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 20 MG/ML Auto-Injector,SBD,direct,2601770,2147101,202206,202503,Mounjaro
Tirzepatide,2601723,2601770,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 20 MG/ML Auto-Injector,SBD,direct,2601770,2147180,202206,202503,Mounjaro
Tirzepatide,2601723,2601776,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 25 MG/ML Auto-Injector,SBD,direct,2601776,2146001,202206,202503,Mounjaro
Tirzepatide,2601723,2601776,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 25 MG/ML Auto-Injector,SBD,direct,2601776,2146080,202206,202503,Mounjaro
Tirzepatide,2601723,2601785,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 15 MG/ML Auto-Injector,SBD,direct,2601785,2148401,202206,202503,Mounjaro
Tirzepatide,2601723,2601785,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Mounjaro],0.5 ML Mounjaro 15 MG/ML Auto-Injector,SBD,direct,2601785,2148480,202206,202503,Mounjaro
Tirzepatide,2601723,2644399,0.5 ML tirzepatide 15 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 15 MG/ML Injection,SBD,direct,2644399,2221401,202309,202503,Mounjaro
Tirzepatide,2601723,2644403,0.5 ML tirzepatide 10 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 10 MG/ML Injection,SBD,direct,2644403,2124301,202309,202503,Mounjaro
Tirzepatide,2601723,2644407,0.5 ML tirzepatide 5 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 5 MG/ML Injection,SBD,direct,2644407,2115201,202309,202503,Mounjaro
Tirzepatide,2601723,2644411,0.5 ML tirzepatide 30 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 30 MG/ML Injection,SBD,direct,2644411,2300201,202309,202503,Mounjaro
Tirzepatide,2601723,2644415,0.5 ML tirzepatide 25 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 25 MG/ML Injection,SBD,direct,2644415,2242301,202309,202503,Mounjaro
Tirzepatide,2601723,2644419,0.5 ML tirzepatide 20 MG/ML Injection [Mounjaro],0.5 ML Mounjaro 20 MG/ML Injection,SBD,direct,2644419,2234001,202309,202503,Mounjaro
Tirzepatide,2601723,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 5 MG/ML Auto-Injector,SBD,direct,2669706,2250601,202312,202503,Zepbound
Tirzepatide,2601723,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 5 MG/ML Auto-Injector,SBD,direct,2669706,2250661,202312,202503,Zepbound
Tirzepatide,2601723,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 5 MG/ML Auto-Injector,SBD,direct,2669706,2250680,202312,202503,Zepbound
Tirzepatide,2601723,2669709,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 10 MG/ML Auto-Injector,SBD,direct,2669709,2249501,202312,202503,Zepbound
Tirzepatide,2601723,2669709,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 10 MG/ML Auto-Injector,SBD,direct,2669709,2249580,202312,202503,Zepbound
Tirzepatide,2601723,2669712,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 15 MG/ML Auto-Injector,SBD,direct,2669712,2248401,202312,202503,Zepbound
Tirzepatide,2601723,2669712,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 15 MG/ML Auto-Injector,SBD,direct,2669712,2248480,202312,202503,Zepbound
Tirzepatide,2601723,2669715,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 20 MG/ML Auto-Injector,SBD,direct,2669715,2247101,202312,202503,Zepbound
Tirzepatide,2601723,2669715,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 20 MG/ML Auto-Injector,SBD,direct,2669715,2247180,202312,202503,Zepbound
Tirzepatide,2601723,2669718,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 25 MG/ML Auto-Injector,SBD,direct,2669718,2246001,202312,202503,Zepbound
Tirzepatide,2601723,2669718,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 25 MG/ML Auto-Injector,SBD,direct,2669718,2246080,202312,202503,Zepbound
Tirzepatide,2601723,2669721,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 30 MG/ML Auto-Injector,SBD,direct,2669721,2245701,202312,202503,Zepbound
Tirzepatide,2601723,2669721,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound],0.5 ML Zepbound 30 MG/ML Auto-Injector,SBD,direct,2669721,2245780,202312,202503,Zepbound
Tirzepatide,2601723,2679317,0.5 ML tirzepatide 20 MG/ML Injection [Zepbound],Zepbound 10 MG per 0.5 ML Injection,SBD,direct,2679317,2134001,202405,202503,Zepbound
Tirzepatide,2601723,2679319,0.5 ML tirzepatide 25 MG/ML Injection [Zepbound],Zepbound 12.5 MG per 0.5 ML Injection,SBD,direct,2679319,2142301,202405,202503,Zepbound
Tirzepatide,2601723,2679321,0.5 ML tirzepatide 30 MG/ML Injection [Zepbound],Zepbound 15 MG per 0.5 ML Injection,SBD,direct,2679321,2200201,202405,202503,Zepbound
Tirzepatide,2601723,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],Zepbound 2.5 MG per 0.5 ML Injection,SBD,direct,2679323,2015201,202405,202503,Zepbound
Tirzepatide,2601723,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],Zepbound 2.5 MG per 0.5 ML Injection,SBD,direct,2679323,2015204,202409,202503,Zepbound
Tirzepatide,2601723,2679325,0.5 ML tirzepatide 10 MG/ML Injection [Zepbound],Zepbound 5 MG per 0.5 ML Injection,SBD,direct,2679325,2024301,202405,202503,Zepbound
Tirzepatide,2601723,2679325,0.5 ML tirzepatide 10 MG/ML Injection [Zepbound],Zepbound 5 MG per 0.5 ML Injection,SBD,direct,2679325,2024304,202409,202503,Zepbound
Tirzepatide,2601723,2679327,0.5 ML tirzepatide 15 MG/ML Injection [Zepbound],Zepbound 7.5 MG per 0.5 ML Injection,SBD,direct,2679327,2121401,202405,202503,Zepbound
